JMJD4 KRAS
FER SLC29A2
PANK2 DCK
PANK2 TYMS
PANK2 ABCB1
PANK2 CDA
PANK2 ABCC10
PANK2 CMPK1
PANK2 SLC29A2
PRKD2 DCK
PRKD2 TYMS
PRKD2 ABCB1
PRKD2 CDA
PRKD2 ABCC10
PRKD2 CMPK1
PRKD2 SLC29A2
MAP4K5 ABCB1
MAP4K5 ABCC10
MAP4K5 CDA
MAP4K5 TYMS
MAP4K5 DCK
MAP4K5 CMPK1
MAP4K5 SLC29A2
AK1 DCK
AK1 TYMS
AK1 ABCB1
AK1 CDA
AK1 ABCC10
AK1 CMPK1
AK1 SLC29A2
GRK6 DCK
GRK6 TYMS
GRK6 ABCB1
GRK6 CDA
GRK6 ABCC10
GRK6 CMPK1
GRK6 SLC29A2
CARS1 CYP1A2
CARS1 CYP2C19
CARS1 CYP2C9
CARS1 CYP2C8
CARS1 KIT
CARS1 ABCG2
CARS1 DDR1
CARS1 ABCB1
CARS1 CYP19A1
CARS1 ABCC10
CARS1 CYP3A4
CARS1 ALB
CARS1 TUBB1
CARS1 ABCC1
CARS1 BCR
CARS1 ABCB11
CARS1 PTGS1
CARS1 ABL1
CARS1 ABCA3
CARS1 MAP2
CARS1 MAP4
CARS1 MAPT
CARS1 BCL2
CARS1 CDA
CARS1 RET
CARS1 TYMS
CARS1 CYP1B1
CARS1 ABCC2
CARS1 CMPK1
CARS1 ORM1
CARS1 NTRK1
CARS1 SLC22A2
CARS1 SLC22A1
CARS1 CSF1R
CARS1 PDGFRB
CARS1 PDGFRA
CARS1 CYP2D6
CARS1 DCK
CARS1 SLC29A2
MAGI3 DCK
MAGI3 TYMS
MAGI3 ABCB1
MAGI3 CDA
MAGI3 ABCC10
MAGI3 CMPK1
MAGI3 SLC29A2
ATR ABCB1
ATR TP53
ATR ABCC10
ATR CDA
ATR TYMS
ATR DCK
ATR CMPK1
ATR SLC29A2
AURKAIP1 DCK
AURKAIP1 TYMS
AURKAIP1 ABCB1
AURKAIP1 CDA
AURKAIP1 ABCC10
AURKAIP1 CMPK1
AURKAIP1 SLC29A2
NEK6 ABCB1
NEK6 ABCC10
NEK6 CDA
NEK6 TYMS
NEK6 DCK
NEK6 CMPK1
NEK6 SLC29A2
MAP3K7 ABCB1
MAP3K7 ABCC10
MAP3K7 TIRAP
MAP3K7 CDA
MAP3K7 TYMS
MAP3K7 TAB1
MAP3K7 CMPK1
MAP3K7 MYD88
MAP3K7 DCK
MAP3K7 SLC29A2
HIPK1 DCK
HIPK1 TYMS
HIPK1 ABCB1
HIPK1 CDA
HIPK1 ABCC10
HIPK1 CMPK1
HIPK1 SLC29A2
PKN2 ABCB1
PKN2 ABCC10
PKN2 DCK
PKN2 TYMS
PKN2 CDA
PKN2 CMPK1
PKN2 SLC29A2
FURIN DCK
FURIN TYMS
FURIN ABCB1
FURIN CDA
FURIN ABCC10
FURIN CMPK1
FURIN SLC29A2
HCK ABCB1
HCK ABCC10
HCK CDA
HCK DCK
HCK TYMS
HCK CMPK1
HCK SLC29A2
MAPKAP1 ABCB1
MAPKAP1 ABCC10
MAPKAP1 CDA
MAPKAP1 TYMS
MAPKAP1 CMPK1
MAPKAP1 DCK
MAPKAP1 SLC29A2
SLC30A2 DCK
SLC30A2 TYMS
SLC30A2 ABCB1
SLC30A2 CDA
SLC30A2 ABCC10
SLC30A2 CMPK1
SLC30A2 SLC29A2
VRK3 ABCB1
VRK3 ABCC10
VRK3 CDA
VRK3 TYMS
VRK3 DCK
VRK3 CMPK1
VRK3 SLC29A2
MARK1 ABCB1
MARK1 ABCC10
MARK1 DCK
MARK1 TYMS
MARK1 CDA
MARK1 CMPK1
MARK1 SLC29A2
CSE1L ABCB1
CSE1L ABCC10
CSE1L CDA
CSE1L TYMS
CSE1L CMPK1
CSE1L DCK
CSE1L SLC29A2
SNRK ABCB1
SNRK ABCC10
SNRK DCK
SNRK TYMS
SNRK CDA
SNRK CMPK1
SNRK SLC29A2
CDKL5 DCK
CDKL5 TYMS
CDKL5 ABCB1
CDKL5 CDA
CDKL5 ABCC10
CDKL5 CMPK1
CDKL5 SLC29A2
CD47 ABCB1
CD47 ABCC10
CD47 CDA
CD47 TYMS
CD47 DCK
CD47 CMPK1
CD47 SLC29A2
SPHK1 DCK
SPHK1 TYMS
SPHK1 ABCB1
SPHK1 CDA
SPHK1 ABCC10
SPHK1 CMPK1
SPHK1 SLC29A2
EPHA1 DCK
EPHA1 TYMS
EPHA1 ABCB1
EPHA1 CDA
EPHA1 ABCC10
EPHA1 CMPK1
EPHA1 SLC29A2
STAT4 DCK
STAT4 TYMS
STAT4 ABCB1
STAT4 CDA
STAT4 ABCC10
STAT4 CMPK1
STAT4 SLC29A2
CDKN2A DCK
CDKN2A TYMS
CDKN2A ABCB1
CDKN2A CDA
CDKN2A ABCC10
CDKN2A CMPK1
CDKN2A SLC29A2
DGKA DCK
DGKA TYMS
DGKA ABCB1
DGKA CDA
DGKA ABCC10
DGKA CMPK1
DGKA SLC29A2
PSMB4 ABCB1
PSMB4 ABCC10
PSMB4 DCK
PSMB4 TYMS
PSMB4 CDA
PSMB4 CMPK1
PSMB4 SLC29A2
RIPK2 DCK
RIPK2 TYMS
RIPK2 ABCB1
RIPK2 CDA
RIPK2 ABCC10
RIPK2 CMPK1
RIPK2 SLC29A2
CSNK1D ABCB1
CSNK1D ABCC10
CSNK1D DCK
CSNK1D TYMS
CSNK1D CDA
CSNK1D CMPK1
CSNK1D SLC29A2
STK33 ABCB1
STK33 ABCC10
STK33 DCK
STK33 TYMS
STK33 CDA
STK33 CMPK1
STK33 SLC29A2
CFLAR REV3L
CFLAR CDA
CFLAR DCK
CFLAR TYMS
CFLAR NOL3
CFLAR ABCB1
CFLAR ABCC10
CFLAR CMPK1
CFLAR SLC29A2
PSMB10 ABCB1
PSMB10 ABCC10
PSMB10 DCK
PSMB10 TYMS
PSMB10 CDA
PSMB10 CMPK1
PSMB10 SLC29A2
AURKA ABCC1
AURKA BCL2
AURKA DCK
AURKA CYP19A1
AURKA CYP1B1
AURKA TP53
AURKA CDA
AURKA ABCG2
AURKA TUBB1
AURKA TYMS
AURKA ABCC10
AURKA EGFR
AURKA SLC29A2
AURKA CYP2C9
AURKA CYP2C8
AURKA MAP2
AURKA MAP4
AURKA ABCB1
AURKA MAPT
AURKA ABCC2
AURKA CMPK1
AURKA ABCB11
AURKA CYP3A4
ITPKC ABCB1
ITPKC ABCC10
ITPKC CDA
ITPKC TYMS
ITPKC DCK
ITPKC CMPK1
ITPKC SLC29A2
MED22 TP53
CYLD MAPRE1
EXOSC4 TP53
FANCD2 MUS81
YAP1 SMAD7
NCOR1 NR1D1
NCOR1 NR1D2
NCOR1 AR
SSBP1 PPM1D
SSBP1 ZBTB32
SSBP1 WRAP53
SSBP1 RAD51
SSBP1 IGF1
SSBP1 CDK2
SSBP1 MDM2
SSBP1 NHP2
SSBP1 PARP1
SSBP1 USP1
SSBP1 RBX1
SSBP1 GTF2H1
SSBP1 MTOR
SSBP1 PMS2
SSBP1 RAD9A
SSBP1 RAD23B
SSBP1 POLR2A
SSBP1 MAPK12
SSBP1 RPL13A
SSBP1 BID
SSBP1 BRCA1
SSBP1 IGFBP3
SSBP1 EGFR
SSBP1 PARP2
SSBP1 TNFRSF10B
SSBP1 CETN2
SSBP1 SESN2
SSBP1 CDK6
SSBP1 POLD1
SSBP1 UNG
SSBP1 ATM
SSBP1 RELA
SSBP1 ERCC1
ACTR5 BLM
FEN1 RAD54B
REV3L CCR6
REV3L FAM107A
REV3L ATAD1
REV3L TXN
REV3L CACNA1A
REV3L CSAD
REV3L A1BG
REV3L SLC16A10
RFC1 MUS81
MUS81 SREK1
MUS81 TRAF6
MUS81 PLEK2
MUS81 CCT7
MUS81 CREBBP
MUS81 ALMS1
MUS81 DDX23
MUS81 BLOC1S1
MUS81 KIAA2026
MUS81 RPS3
MUS81 ZNF181
MUS81 SFPQ
MUS81 DNAJB9
MUS81 MDFI
MUS81 ZNF496
MUS81 ZNF358
MUS81 WRN
MUS81 DUS3L
MUS81 SF3A2
MUS81 XIAP
MUS81 POLD2
MUS81 RFTN1
MUS81 ATXN7L1
MUS81 SNW1
MUS81 IDH2
MUS81 TRIM24
MUS81 KPNA6
MUS81 VCP
MUS81 TIMELESS
MUS81 SAMD4B
MUS81 ELK4
MUS81 BRAF
MUS81 GTPBP8
MUS81 TMEM209
MUS81 MBP
MUS81 ZNF142
MUS81 LTK
MUS81 TFB1M
MUS81 POLR3K
MUS81 PIGB
MUS81 CDK5RAP2
RFC5 CYP19A1
RFC5 CYP1B1
RFC5 TUBB1
RFC5 ABCC1
RFC5 BCL2
RFC5 CYP2C9
RFC5 CYP2C8
RFC5 MAP2
RFC5 MAP4
RFC5 ABCB1
RFC5 MAPT
RFC5 ABCG2
RFC5 ABCC10
RFC5 ABCC2
RFC5 ABCB11
RFC5 CYP3A4
CYP19A1 AMPD2
CYP19A1 PEX1
CYP19A1 SENP1
CYP19A1 PPP3CA
CYP19A1 ALPK1
CYP19A1 GTSE1
CYP19A1 BUB1
CYP19A1 RNF213
CYP19A1 ADA2
CYP19A1 HPS1
CYP19A1 KIF5A
CYP19A1 HECTD3
CYP19A1 CD9
CYP19A1 ILK
CYP19A1 BCKDK
CYP19A1 FBXL14
CYP19A1 RAD9A
CYP19A1 PDE3A
CYP19A1 SMO
CYP19A1 SOD2
CYP19A1 HERC5
CYP19A1 CBR1
CYP19A1 PTPRD
CYP19A1 KCNQ4
CYP19A1 C1S
CYP19A1 BIRC3
CYP19A1 MOK
CYP19A1 XRCC6
CYP19A1 PTPN3
CYP19A1 TAP2
CYP19A1 PTPRF
CYP1B1 AMPD2
CYP1B1 PEX1
CYP1B1 SENP1
CYP1B1 PPP3CA
CYP1B1 ALPK1
CYP1B1 GTSE1
CYP1B1 BUB1
CYP1B1 RNF213
CYP1B1 ADA2
CYP1B1 HPS1
CYP1B1 KIF5A
CYP1B1 HECTD3
CYP1B1 CD9
CYP1B1 SOD2
CYP1B1 XRCC6
CYP1B1 PDE3A
CYP1B1 HERC5
CYP1B1 ILK
CYP1B1 PTPN3
CYP1B1 KCNQ4
CYP1B1 CBR1
CYP1B1 SMO
CYP1B1 PTPRD
CYP1B1 BCKDK
CYP1B1 C1S
CYP1B1 FBXL14
CYP1B1 RAD9A
CYP1B1 BIRC3
CYP1B1 MOK
CYP1B1 TAP2
CYP1B1 PTPRF
TUBB1 AMPD2
TUBB1 PEX1
TUBB1 SENP1
TUBB1 PPP3CA
TUBB1 ALPK1
TUBB1 GTSE1
TUBB1 BUB1
TUBB1 RNF213
TUBB1 ADA2
TUBB1 HPS1
TUBB1 KIF5A
TUBB1 HECTD3
TUBB1 CD9
TUBB1 SOD2
TUBB1 ILK
TUBB1 FBXL14
TUBB1 RAD9A
TUBB1 PDE3A
TUBB1 SMO
TUBB1 HERC5
TUBB1 CBR1
TUBB1 BCKDK
TUBB1 PTPRD
TUBB1 KCNQ4
TUBB1 C1S
TUBB1 BIRC3
TUBB1 MOK
TUBB1 XRCC6
TUBB1 PTPN3
TUBB1 TAP2
TUBB1 PTPRF
ABCC1 AMPD2
ABCC1 PEX1
ABCC1 SENP1
ABCC1 PPP3CA
ABCC1 ALPK1
ABCC1 GTSE1
ABCC1 BUB1
ABCC1 RNF213
ABCC1 ADA2
ABCC1 HPS1
ABCC1 KIF5A
ABCC1 HECTD3
ABCC1 CD9
ABCC1 SOD2
ABCC1 ILK
ABCC1 BCKDK
ABCC1 FBXL14
ABCC1 RAD9A
ABCC1 PDE3A
ABCC1 SMO
ABCC1 HERC5
ABCC1 CBR1
ABCC1 PTPRD
ABCC1 KCNQ4
ABCC1 C1S
ABCC1 BIRC3
ABCC1 MOK
ABCC1 XRCC6
ABCC1 PTPN3
ABCC1 TAP2
ABCC1 PTPRF
BCL2 AMPD2
BCL2 PEX1
BCL2 SENP1
BCL2 PPP3CA
BCL2 ALPK1
BCL2 GTSE1
BCL2 BUB1
BCL2 RNF213
BCL2 ADA2
BCL2 HPS1
BCL2 KIF5A
BCL2 HECTD3
BCL2 CD9
BCL2 CASP2
BCL2 SOD2
BCL2 CASP8
BCL2 XRCC6
BCL2 PDE3A
BCL2 HERC5
BCL2 ILK
BCL2 BCKDK
BCL2 FBXL14
BCL2 RAD9A
BCL2 SMO
BCL2 CBR1
BCL2 PTPRD
BCL2 KCNQ4
BCL2 C1S
BCL2 ITLN1
BCL2 BIRC3
BCL2 MOK
BCL2 PTPN3
BCL2 TAP2
BCL2 PTPRF
CYP2C9 LIPE
CYP2C9 AMPD2
CYP2C9 GLT8D1
CYP2C9 GPC5
CYP2C9 CACNA2D2
CYP2C9 PEX1
CYP2C9 SENP1
CYP2C9 PPP3CB
CYP2C9 PPP3CA
CYP2C9 COL3A1
CYP2C9 NUDT3
CYP2C9 FCN3
CYP2C9 ZNF140
CYP2C9 RPL21
CYP2C9 ALPK1
CYP2C9 GTSE1
CYP2C9 GTF2H5
CYP2C9 ADAM22
CYP2C9 ATF5
CYP2C9 S1PR2
CYP2C9 MORC3
CYP2C9 PPP1R2
CYP2C9 BUB1
CYP2C9 API5
CYP2C9 CADM4
CYP2C9 RPL36A
CYP2C9 RNF213
CYP2C9 ITGB1
CYP2C9 KAT6A
CYP2C9 UBE3A
CYP2C9 CTDSPL
CYP2C9 CNR1
CYP2C9 SYT11
CYP2C9 CA2
CYP2C9 RPL5
CYP2C9 SCAF11
CYP2C9 FLT3LG
CYP2C9 SOD2
CYP2C9 KIF5A
CYP2C9 FKBP11
CYP2C9 HLA-DRA
CYP2C9 SNTA1
CYP2C9 HLA-DRB5
CYP2C9 UTP14A
CYP2C9 BCKDK
CYP2C9 H3C7
CYP2C9 RAP1A
CYP2C9 ALG10B
CYP2C9 ABCB6
CYP2C9 C1S
CYP2C9 TPM1
CYP2C9 KCNQ4
CYP2C9 TJP1
CYP2C9 SPTB
CYP2C9 RCAN1
CYP2C9 CD9
CYP2C9 RYK
CYP2C9 CRYBB2
CYP2C9 ATP7A
CYP2C9 CAPRIN1
CYP2C9 SMARCA1
CYP2C9 FBXL14
CYP2C9 RCAN2
CYP2C9 MAPK11
CYP2C9 FZD8
CYP2C9 PDE4DIP
CYP2C9 ZNF473
CYP2C9 PDLIM5
CYP2C9 RPL35
CYP2C9 XRCC6
CYP2C9 ATP2C2
CYP2C9 IL7
CYP2C9 HERC5
CYP2C9 TRIM24
CYP2C9 ITCH
CYP2C9 ANK3
CYP2C9 UBA6
CYP2C9 CUX1
CYP2C9 NRG2
CYP2C9 SAT1
CYP2C9 PTPRF
CYP2C9 IRF7
CYP2C9 HPS1
CYP2C9 NCOA3
CYP2C9 PLEKHM1
CYP2C9 TFAP2B
CYP2C9 SP100
CYP2C9 ZP3
CYP2C9 CXCR3
CYP2C9 SRSF1
CYP2C9 ERMP1
CYP2C9 SKP1
CYP2C9 PRMT8
CYP2C9 PGAP2
CYP2C9 GGCX
CYP2C9 EDF1
CYP2C9 ILK
CYP2C9 GAPDH
CYP2C9 CELF2
CYP2C9 BAD
CYP2C9 BIRC3
CYP2C9 PDE3A
CYP2C9 SMO
CYP2C9 TRIP11
CYP2C9 CAMK2G
CYP2C9 SORBS1
CYP2C9 GLIPR1
CYP2C9 DLAT
CYP2C9 PTPN3
CYP2C9 CCL23
CYP2C9 CTSB
CYP2C9 PTPRD
CYP2C9 SEPTIN6
CYP2C9 LDLRAD4
CYP2C9 CLTC
CYP2C9 CLTA
CYP2C9 CEACAM1
CYP2C9 AZGP1
CYP2C9 FOSL1
CYP2C9 AKR7A2
CYP2C9 MOK
CYP2C9 ACSL1
CYP2C9 NFATC1
CYP2C9 PGLS
CYP2C9 PLCB1
CYP2C9 RAD9A
CYP2C9 SEL1L
CYP2C9 CLPX
CYP2C9 TLE1
CYP2C9 MBD4
CYP2C9 CAMK2B
CYP2C9 CLDN3
CYP2C9 INTS6L
CYP2C9 SNX10
CYP2C9 HECTD3
CYP2C9 MGAT2
CYP2C9 CD93
CYP2C9 EHF
CYP2C9 DDAH1
CYP2C9 SLC50A1
CYP2C9 ALDOC
CYP2C9 PLOD2
CYP2C9 SP110
CYP2C9 CBR1
CYP2C9 CSHL1
CYP2C9 SV2B
CYP2C9 EPB42
CYP2C9 LAPTM4B
CYP2C9 ADA2
CYP2C9 MAML1
CYP2C9 PYROXD1
CYP2C9 RO60
CYP2C9 UCP2
CYP2C9 IFI16
CYP2C9 CRCP
CYP2C9 TAP2
CYP2C9 CST4
CYP2C9 TMEFF1
CYP2C9 FZD2
CYP2C8 AMPD2
CYP2C8 PEX1
CYP2C8 SENP1
CYP2C8 PPP3CA
CYP2C8 ALPK1
CYP2C8 GTSE1
CYP2C8 BUB1
CYP2C8 RNF213
CYP2C8 ILK
CYP2C8 BCKDK
CYP2C8 FBXL14
CYP2C8 RAD9A
CYP2C8 PDE3A
CYP2C8 SMO
CYP2C8 SOD2
CYP2C8 KIF5A
CYP2C8 HERC5
CYP2C8 CBR1
CYP2C8 HECTD3
CYP2C8 C1S
CYP2C8 PTPRD
CYP2C8 KCNQ4
CYP2C8 ADA2
CYP2C8 HPS1
CYP2C8 BIRC3
CYP2C8 MOK
CYP2C8 XRCC6
CYP2C8 PTPN3
CYP2C8 TAP2
CYP2C8 CD9
CYP2C8 PTPRF
MAP2 AMPD2
MAP2 PEX1
MAP2 SENP1
MAP2 PPP3CA
MAP2 ALPK1
MAP2 GTSE1
MAP2 BUB1
MAP2 RNF213
MAP2 ADA2
MAP2 HPS1
MAP2 KIF5A
MAP2 HECTD3
MAP2 CD9
MAP2 SOD2
MAP2 XRCC6
MAP2 PDE3A
MAP2 ILK
MAP2 BCKDK
MAP2 FBXL14
MAP2 RAD9A
MAP2 SMO
MAP2 HERC5
MAP2 CBR1
MAP2 PTPRD
MAP2 KCNQ4
MAP2 C1S
MAP2 BIRC3
MAP2 MOK
MAP2 PTPN3
MAP2 TAP2
MAP2 PTPRF
MAP4 AMPD2
MAP4 PEX1
MAP4 SENP1
MAP4 PPP3CA
MAP4 ALPK1
MAP4 GTSE1
MAP4 BUB1
MAP4 RNF213
MAP4 ADA2
MAP4 HPS1
MAP4 KIF5A
MAP4 HECTD3
MAP4 CD9
MAP4 TP53
MAP4 SOD2
MAP4 XRCC6
MAP4 PDE3A
MAP4 ILK
MAP4 FBXL14
MAP4 RAD9A
MAP4 SMO
MAP4 HERC5
MAP4 CBR1
MAP4 BCKDK
MAP4 PTPRD
MAP4 KCNQ4
MAP4 C1S
MAP4 BIRC3
MAP4 MOK
MAP4 PTPN3
MAP4 TAP2
MAP4 PTPRF
ABCB1 LIPE
ABCB1 AMPD2
ABCB1 GLT8D1
ABCB1 GPC5
ABCB1 CACNA2D2
ABCB1 PEX1
ABCB1 SENP1
ABCB1 PPP3CB
ABCB1 PPP3CA
ABCB1 COL3A1
ABCB1 NUDT3
ABCB1 FCN3
ABCB1 ZNF140
ABCB1 RPL21
ABCB1 ALPK1
ABCB1 GTSE1
ABCB1 GTF2H5
ABCB1 ADAM22
ABCB1 ATF5
ABCB1 S1PR2
ABCB1 MORC3
ABCB1 PPP1R2
ABCB1 BUB1
ABCB1 API5
ABCB1 CADM4
ABCB1 RPL36A
ABCB1 RNF213
ABCB1 ITGB1
ABCB1 KAT6A
ABCB1 UBE3A
ABCB1 CTDSPL
ABCB1 ATP7A
ABCB1 MAPK11
ABCB1 TRIP11
ABCB1 ADA2
ABCB1 SRSF1
ABCB1 ACSL1
ABCB1 CTSB
ABCB1 HPS1
ABCB1 CAMK2G
ABCB1 CAMK2B
ABCB1 ZNF473
ABCB1 SKP1
ABCB1 NFATC1
ABCB1 ALDOC
ABCB1 FZD2
ABCB1 SCAF11
ABCB1 KIF5A
ABCB1 RCAN2
ABCB1 ZP3
ABCB1 HECTD3
ABCB1 EDF1
ABCB1 GLIPR1
ABCB1 PLCB1
ABCB1 SEL1L
ABCB1 EHF
ABCB1 RCAN1
ABCB1 CD9
ABCB1 RYK
ABCB1 TFAP2B
ABCB1 CNR1
ABCB1 SYT11
ABCB1 CA2
ABCB1 RPL5
ABCB1 SOD2
ABCB1 FKBP11
ABCB1 HLA-DRB5
ABCB1 H3C7
ABCB1 RAP1A
ABCB1 SPTB
ABCB1 ABCB6
ABCB1 C1S
ABCB1 TPM1
ABCB1 KCNQ4
ABCB1 TJP1
ABCB1 CLPX
ABCB1 ALG10B
ABCB1 PDLIM5
ABCB1 CRYBB2
ABCB1 SMARCA1
ABCB1 FBXL14
ABCB1 FZD8
ABCB1 CLDN3
ABCB1 SNTA1
ABCB1 RPL35
ABCB1 XRCC6
ABCB1 ATP2C2
ABCB1 IL7
ABCB1 HERC5
ABCB1 TRIM24
ABCB1 ITCH
ABCB1 ANK3
ABCB1 UBA6
ABCB1 CUX1
ABCB1 NRG2
ABCB1 SAT1
ABCB1 PTPRF
ABCB1 IRF7
ABCB1 NCOA3
ABCB1 BCKDK
ABCB1 PLEKHM1
ABCB1 SP100
ABCB1 CXCR3
ABCB1 ERMP1
ABCB1 PRMT8
ABCB1 HLA-DRA
ABCB1 PGAP2
ABCB1 ILK
ABCB1 GAPDH
ABCB1 CELF2
ABCB1 BIRC3
ABCB1 PDE3A
ABCB1 SMO
ABCB1 UTP14A
ABCB1 SORBS1
ABCB1 DLAT
ABCB1 PTPN3
ABCB1 CCL23
ABCB1 BAD
ABCB1 MGAT2
ABCB1 PTPRD
ABCB1 SEPTIN6
ABCB1 LDLRAD4
ABCB1 CLTC
ABCB1 CLTA
ABCB1 CEACAM1
ABCB1 AZGP1
ABCB1 FOSL1
ABCB1 AKR7A2
ABCB1 IFI16
ABCB1 PGLS
ABCB1 CAPRIN1
ABCB1 RAD9A
ABCB1 TLE1
ABCB1 MBD4
ABCB1 INTS6L
ABCB1 SNX10
ABCB1 DDAH1
ABCB1 SLC50A1
ABCB1 TMEFF1
ABCB1 PDE4DIP
ABCB1 PLOD2
ABCB1 CBR1
ABCB1 CSHL1
ABCB1 FLT3LG
ABCB1 SV2B
ABCB1 EPB42
ABCB1 LAPTM4B
ABCB1 GGCX
ABCB1 MAML1
ABCB1 PYROXD1
ABCB1 RO60
ABCB1 UCP2
ABCB1 MOK
ABCB1 CD93
ABCB1 CRCP
ABCB1 TAP2
ABCB1 CST4
ABCB1 SP110
MAPT AMPD2
MAPT PEX1
MAPT SENP1
MAPT PPP3CA
MAPT ALPK1
MAPT GTSE1
MAPT BUB1
MAPT RNF213
MAPT ADA2
MAPT HPS1
MAPT KIF5A
MAPT HECTD3
MAPT CD9
MAPT SOD2
MAPT XRCC6
MAPT PDE3A
MAPT ILK
MAPT BCKDK
MAPT FBXL14
MAPT RAD9A
MAPT SMO
MAPT HERC5
MAPT CBR1
MAPT PTPRD
MAPT KCNQ4
MAPT C1S
MAPT BIRC3
MAPT MOK
MAPT PTPN3
MAPT TAP2
MAPT PTPRF
ABCG2 LIPE
ABCG2 AMPD2
ABCG2 GLT8D1
ABCG2 GPC5
ABCG2 CACNA2D2
ABCG2 PEX1
ABCG2 SENP1
ABCG2 PPP3CB
ABCG2 PPP3CA
ABCG2 COL3A1
ABCG2 NUDT3
ABCG2 FCN3
ABCG2 ZNF140
ABCG2 RPL21
ABCG2 ALPK1
ABCG2 GTSE1
ABCG2 GTF2H5
ABCG2 ADAM22
ABCG2 ATF5
ABCG2 S1PR2
ABCG2 MORC3
ABCG2 PPP1R2
ABCG2 BUB1
ABCG2 API5
ABCG2 CADM4
ABCG2 RPL36A
ABCG2 RNF213
ABCG2 ITGB1
ABCG2 KAT6A
ABCG2 UBE3A
ABCG2 CTDSPL
ABCG2 ATP7A
ABCG2 MAPK11
ABCG2 TRIP11
ABCG2 ADA2
ABCG2 SRSF1
ABCG2 ACSL1
ABCG2 CTSB
ABCG2 CNR1
ABCG2 SYT11
ABCG2 CA2
ABCG2 RPL5
ABCG2 SCAF11
ABCG2 FLT3LG
ABCG2 SOD2
ABCG2 KIF5A
ABCG2 FKBP11
ABCG2 HLA-DRA
ABCG2 SNTA1
ABCG2 HLA-DRB5
ABCG2 UTP14A
ABCG2 BCKDK
ABCG2 H3C7
ABCG2 RAP1A
ABCG2 ALG10B
ABCG2 ABCB6
ABCG2 C1S
ABCG2 TPM1
ABCG2 KCNQ4
ABCG2 TJP1
ABCG2 SPTB
ABCG2 RCAN1
ABCG2 CD9
ABCG2 RYK
ABCG2 CRYBB2
ABCG2 CAPRIN1
ABCG2 SMARCA1
ABCG2 FBXL14
ABCG2 RCAN2
ABCG2 FZD8
ABCG2 PDE4DIP
ABCG2 ZNF473
ABCG2 PDLIM5
ABCG2 RPL35
ABCG2 XRCC6
ABCG2 ATP2C2
ABCG2 IL7
ABCG2 HERC5
ABCG2 TRIM24
ABCG2 ITCH
ABCG2 ANK3
ABCG2 UBA6
ABCG2 CUX1
ABCG2 NRG2
ABCG2 SAT1
ABCG2 PTPRF
ABCG2 IRF7
ABCG2 HPS1
ABCG2 NCOA3
ABCG2 PLEKHM1
ABCG2 TFAP2B
ABCG2 SP100
ABCG2 ZP3
ABCG2 CXCR3
ABCG2 ERMP1
ABCG2 SKP1
ABCG2 PRMT8
ABCG2 PGAP2
ABCG2 GGCX
ABCG2 EDF1
ABCG2 ILK
ABCG2 GAPDH
ABCG2 CELF2
ABCG2 BAD
ABCG2 BIRC3
ABCG2 PDE3A
ABCG2 SMO
ABCG2 CAMK2G
ABCG2 SORBS1
ABCG2 GLIPR1
ABCG2 DLAT
ABCG2 PTPN3
ABCG2 CCL23
ABCG2 PTPRD
ABCG2 SEPTIN6
ABCG2 LDLRAD4
ABCG2 CLTC
ABCG2 CLTA
ABCG2 CEACAM1
ABCG2 AZGP1
ABCG2 FOSL1
ABCG2 AKR7A2
ABCG2 MOK
ABCG2 NFATC1
ABCG2 PGLS
ABCG2 PLCB1
ABCG2 RAD9A
ABCG2 SEL1L
ABCG2 CLPX
ABCG2 TLE1
ABCG2 MBD4
ABCG2 CAMK2B
ABCG2 CLDN3
ABCG2 INTS6L
ABCG2 SNX10
ABCG2 HECTD3
ABCG2 MGAT2
ABCG2 CD93
ABCG2 EHF
ABCG2 DDAH1
ABCG2 SLC50A1
ABCG2 ALDOC
ABCG2 PLOD2
ABCG2 SP110
ABCG2 CBR1
ABCG2 CSHL1
ABCG2 SV2B
ABCG2 EPB42
ABCG2 LAPTM4B
ABCG2 MAML1
ABCG2 PYROXD1
ABCG2 RO60
ABCG2 UCP2
ABCG2 IFI16
ABCG2 CRCP
ABCG2 TAP2
ABCG2 CST4
ABCG2 TMEFF1
ABCG2 FZD2
ABCC10 AMPD2
ABCC10 PEX1
ABCC10 SENP1
ABCC10 PPP3CA
ABCC10 ALPK1
ABCC10 GTSE1
ABCC10 BUB1
ABCC10 RNF213
ABCC10 ADA2
ABCC10 HPS1
ABCC10 KIF5A
ABCC10 HECTD3
ABCC10 CD9
ABCC10 SOD2
ABCC10 C1S
ABCC10 FBXL14
ABCC10 XRCC6
ABCC10 HERC5
ABCC10 BCKDK
ABCC10 PTPN3
ABCC10 ILK
ABCC10 BIRC3
ABCC10 PDE3A
ABCC10 SMO
ABCC10 PTPRD
ABCC10 KCNQ4
ABCC10 MOK
ABCC10 TAP2
ABCC10 PTPRF
ABCC10 RAD9A
ABCC10 CBR1
ABCC2 AMPD2
ABCC2 PEX1
ABCC2 SENP1
ABCC2 PPP3CA
ABCC2 ALPK1
ABCC2 GTSE1
ABCC2 BUB1
ABCC2 RNF213
ABCC2 ADA2
ABCC2 HPS1
ABCC2 KIF5A
ABCC2 HECTD3
ABCC2 CD9
ABCC2 SOD2
ABCC2 XRCC6
ABCC2 PDE3A
ABCC2 HERC5
ABCC2 ILK
ABCC2 PTPN3
ABCC2 KCNQ4
ABCC2 CBR1
ABCC2 SMO
